Title,Image,Category,Price,Price1,sales_count,ratings,review_counts
Russian Tissue Forceps 8″ Round Serrated Tip | SM3705,https://surgicalmart.com/wp-content/uploads/2022/11/russian-tissue-forceps-8-serrated-tip-surgicalmart-247x247.jpg,dissecting forceps,15.88,8.74,683,1.8,66
Gerald Thump Forceps | SM1626,https://surgicalmart.com/wp-content/uploads/2017/05/SurgicalMart-SM1626-247x247.jpg,dissecting forceps,16.69,9.18,681,2.8,255
Bishop Harmon Micro Tissue Forceps 3.5″ Delicate 0.3mm 1×2 Teeth | SM4696,https://surgicalmart.com/wp-content/uploads/2024/03/bishop-harmon-micro-tissue-forceps-3-5-delicate-0.3mm-1x2-teeth-surgicalmart-247x247.jpg,dissecting forceps,16.35,8.99,672,2.1,197
Gerald Thump Forceps Curved | SM1628,https://surgicalmart.com/wp-content/uploads/2017/05/SurgicalMart-SM1628-247x247.jpg,dissecting forceps,17.25,9.49,660,1.7,337
2 Russian Tissue Forceps 6″ (15.2cm) Round Serrated Tips | SM3701,https://surgicalmart.com/wp-content/uploads/2022/11/2-russian-tissue-forceps-6-serrated-tip-surgicalmart-247x247.jpg,dissecting forceps,17.0,9.36,660,3.7,363
Gerald Thump Forceps | SM1627,https://surgicalmart.com/wp-content/uploads/2017/05/SurgicalMart-SM1627-247x247.jpg,dissecting forceps,15.75,8.66,636,1.2,346
Thumb Tissue Forceps 1×2 Teeth 5.5″ | SM5107,https://surgicalmart.com/wp-content/uploads/2024/08/thumb-tissue-forceps-blunt-1x2-teeth-5-5-surgicalmart-247x247.jpg,dissecting forceps,14.52,7.99,632,3.7,495
Brown Thump Forceps | SM1622,,dissecting forceps,16.69,9.18,631,4.3,46
Collin Duval Thumb Forceps | SM1623,https://surgicalmart.com/wp-content/uploads/2017/05/SurgicalMart-SM1623-247x247.jpg,dissecting forceps,14.81,8.15,615,2.4,248
Mcindoe Thump Forceps | SM1630,,dissecting forceps,18.53,10.19,604,2.5,178
DeBakey Atraumatic Tissue Forceps 9″ 3.5mm Tip | SM3732,https://surgicalmart.com/wp-content/uploads/2022/12/debakey-atraumatic-tissue-forceps-3.5mm-tip-9inch-surgicalmart-247x247.jpg,dissecting forceps,19.99,10.99,602,1.7,194
Thumb Tissue Forceps 1×2 Teeth 4.5″ | SM5105,https://surgicalmart.com/wp-content/uploads/2024/08/thumb-tissue-forceps-blunt-1x2-teeth-4-5-surgicalmart-247x247.jpg,dissecting forceps,14.52,7.99,507,2.8,317
DeBakey Atraumatic Tissue Forceps 12″ 2.0mm Tip | SM3722,https://surgicalmart.com/wp-content/uploads/2022/12/debakey-atraumatic-tissue-forceps-2.0mm-tip-12inch-surgicalmart-2-247x247.jpg,dissecting forceps,27.25,14.99,493,1.5,279
Adson Dressing Forceps 4.75″ Straight Serrated | SM1618,https://surgicalmart.com/wp-content/uploads/2017/05/adson-dressing-forceps-4-75-serrated-surgicalmart-247x247.jpg,dissecting forceps,16.35,8.99,475,1.1,440
3 Russian Tissue Forceps 6″ (15.2cm) Round Serrated Tips | SM3702,https://surgicalmart.com/wp-content/uploads/2022/11/3-russian-tissue-forceps-6-serrated-tip-surgicalmart-247x247.jpg,dissecting forceps,20.44,11.24,468,2.3,54
Adson Brown Tissue Forceps 4.75″ 7×7 Teeth | SM1617,https://surgicalmart.com/wp-content/uploads/2017/05/adson-brown-tissue-forceps-7x7-teeth-4-75-surgicalmart-247x247.jpg,dissecting forceps,18.15,9.99,462,1.9,286
Adson Brown Tissue Forceps 4.75″ 9×9 Teeth | SM4564,https://surgicalmart.com/wp-content/uploads/2023/08/adson-brown-tissue-forceps-9x9-teeth-4-75-surgicalmart-247x247.jpg,dissecting forceps,19.99,10.99,460,1.4,50
T/C Micro Suture Tying Forceps 7.25″ with Platform Gold Plated Handle | SM3710,,dissecting forceps,23.62,12.99,449,4.6,182
Thumb Tissue Forceps 1×2 Teeth 8″ | SM5109,https://surgicalmart.com/wp-content/uploads/2024/08/thumb-tissue-forceps-blunt-1x2-teeth-8-surgicalmart-247x247.jpg,dissecting forceps,19.99,10.99,441,2.0,276
DeBakey Atraumatic Tissue Forceps 6″ 1.5mm Tip | SM3711,https://surgicalmart.com/wp-content/uploads/2022/12/debakey-atraumatic-tissue-forceps-6inch-1.5mm-tip-surgicalmart-247x247.jpg,dissecting forceps,14.52,7.99,433,1.7,261
Bonney Tissue Forceps 7″ 1×2 Teeth and Serrated Tips | SM4834,https://surgicalmart.com/wp-content/uploads/2024/05/bonney-tissue-forceps-1x2-teeth-serrated-tips-surgicalmart-247x247.jpg,dissecting forceps,16.35,8.99,431,3.2,396
DeBakey Atraumatic Tissue Forceps 9″ 1.5mm Tip | SM3714,https://surgicalmart.com/wp-content/uploads/2022/12/debakey-atraumatic-tissue-forceps-9inch-1.5mm-tip-surgicalmart-247x247.jpg,dissecting forceps,19.99,10.99,419,4.0,313
Thumb Tissue Forceps 2×3 Teeth 5.5″ | SM5112,https://surgicalmart.com/wp-content/uploads/2024/08/thumb-tissue-forceps-5-5-blunt-2x3-teeth-surgicalmart-247x247.jpg,dissecting forceps,14.52,7.99,417,4.6,242
Thumb Tissue Forceps 1×2 Teeth 5″ | SM5106,,dissecting forceps,14.52,7.99,404,4.8,485
Thumb Tissue Forceps 2×3 Teeth 6″ | SM5113,https://surgicalmart.com/wp-content/uploads/2024/08/thumb-tissue-forceps-6-blunt-2x3-teeth-surgicalmart-247x247.jpg,dissecting forceps,16.35,8.99,403,2.5,135
"3 Thumb Tissue Forceps 3×4 Teeth 5″, 5.5″ & 6″ | SM5118",https://surgicalmart.com/wp-content/uploads/2024/08/3-thumb-tissue-forceps-set-3-4-teeth-surgicalmart-247x247.jpg,dissecting forceps,36.35,19.99,387,4.1,152
DeBakey Atraumatic Tissue Forceps 12″ 3.5mm Tip | SM3734,https://surgicalmart.com/wp-content/uploads/2022/12/debakey-atraumatic-tissue-forceps-3.5mm-tip-12inch-surgicalmart-247x247.jpg,dissecting forceps,27.25,14.99,384,3.6,343
100 Pcs Scalpel Blades #20 for Handle No. 4 | SM2220,https://surgicalmart.com/wp-content/uploads/2017/05/100-scalpel-blade-20-surgicalmart-247x247.jpg,dog,18.15,9.99,550,3.2,219
100 Pcs Scalpel Blades #10 for Handle No. 3 | SM2219,https://surgicalmart.com/wp-content/uploads/2017/05/100-scalpel-blades-10-pack-surgicalmart-247x247.jpg,dog,18.15,9.99,185,2.5,498
3 Jansen Ear Forceps 6.25″ Bayonet Shape Serrated Tips | SM4405,https://surgicalmart.com/wp-content/uploads/2023/04/3-jansen-ear-forceps-6-25-bayonet-serrated-surgicalmart-247x247.jpg,dressing forceps,29.08,15.99,988,4.7,439
Rainbow Splinter Forceps 4.5″ Pointed Tips | SM4980,https://surgicalmart.com/wp-content/uploads/2024/07/rainbow-splinter-forceps-4-5-straight-pointed-tips-surgicalmart-247x247.jpg,dressing forceps,18.15,9.99,986,3.7,123
Bozemann Douglas Dressing Forceps 26cm | SM1639,https://surgicalmart.com/wp-content/uploads/2017/05/bozemann-douglas-sponge-uterine-dressing-forceps-26cm-surgicalmart-247x247.jpg,dressing forceps,20.44,11.24,975,2.7,411
Gross Maier Dressing Forceps 20cm 25cm | SM1647,,dressing forceps,41.44,22.79,964,2.2,151
(Huge Tweezer) Thumb Dressing Forceps 10″ Long Tweezer Serrated | SM0745,,dressing forceps,30.56,17.49,951,1.1,179
Thumb Dressing Forcep 6.25″ Serrated Tip Straight| SM3154,https://surgicalmart.com/wp-content/uploads/2022/09/thumb-dressing-forceps-tweezer-serrated-6-25-straight-surgicalmart-247x247.jpg,dressing forceps,23.85,13.11,930,4.5,85
Bryant Dressing Forceps 13cm | SM1641,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1641-247x247.jpg,dressing forceps,46.69,25.68,918,2.5,453
Lucae Ear Forceps 5.5″ Bayonet Shape with Serrated Tips | SM4401,https://surgicalmart.com/wp-content/uploads/2023/04/lucae-ear-forceps-14cm-bayonet-serrated-surgicalmart-247x247.jpg,dressing forceps,14.52,7.99,911,2.3,374
T/C Adson Tissue Forceps 1×2 Teeth 4.75″ Gold Handle| SM4560,https://surgicalmart.com/wp-content/uploads/2023/07/tc-adson-tissue-forceps-1x2-teeth-surgicalmart-247x247.jpg,dressing forceps,19.99,10.99,891,1.2,252
Thumb Dressing Forceps Straight 16″ Huge Long Tweezer| SM3156,https://surgicalmart.com/wp-content/uploads/2022/09/thumb-dressing-forceps-tweezer-serrated-16-straight-surgicalmart-247x247.jpg,dressing forceps,38.61,21.24,833,4.9,357
(Huge Tweezer) Thumb Dressing Forceps 18″ Long Tweezer Silver Serrated | SM0747,https://surgicalmart.com/wp-content/uploads/2022/09/thumb-forceps-long-food-tongs-aquarium-tweezer-18-straight-surgicalmart-247x247.jpg,dressing forceps,43.13,23.73,830,4.6,158
12 Pcs Adson Bayonet Dressing Forceps 8.25″ Serrated | SM4411,,dressing forceps,109.08,59.99,813,5.0,373
Thumb Dressing Forcep 3.5″ Serrated Tip Straight | SM3151,,dressing forceps,11.25,6.19,803,1.2,214
Thumb Dressing Forceps Straight 20″ Extra Long Tweezer| SM3157,https://surgicalmart.com/wp-content/uploads/2022/09/thumb-forceps-long-food-tongs-aquarium-tweezer-20-straight-surgicalmart-247x247.jpg,dressing forceps,47.69,26.24,798,2.6,220
Virtus Splinter Forceps 6″ Straight Serrated Triangle Tips | SM4992,https://surgicalmart.com/wp-content/uploads/2024/08/virtus-splinter-forceps-6-fine-serrated-tips-plier-handle-surgicalmart-247x247.jpg,dressing forceps,16.35,8.99,776,4.9,492
3 Thumb Dressing Multipurpose Kitchen Food Tweezers 8″+10″+12″| SM3158,,dressing forceps,34.06,18.74,775,1.9,173
Thumb Dressing Forcep 4″ Serrated Tip Straight | SM3152,https://surgicalmart.com/wp-content/uploads/2022/09/thumb-dressing-forceps-tweezer-serrated-4-straight-surgicalmart-247x247.jpg,dressing forceps,12.49,6.86,771,4.2,369
Splinter Forceps 4.5″ Fine Point Serrated Tips | SM4981,https://surgicalmart.com/wp-content/uploads/2024/08/splinter-forceps-4-5-straight-serrated-point-tips-surgicalmart-247x247.jpg,dressing forceps,16.35,8.99,770,4.4,151
Foerster Dressing Forceps 9.75″ (25cm) Curved Smooth Jaws | SM1645,https://surgicalmart.com/wp-content/uploads/2017/05/foerster-sponge-holding-dressing-forceps-25cm-straight-smooth-surgicalmart-247x247.jpg,dressing forceps,19.31,10.61,751,2.9,300
Cheron Dressing Forceps 25cm | SM1642,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1642-247x247.jpg,dressing forceps,62.06,34.14,737,3.9,442
William Splinter Forceps 5.5″ (14cm) 90° Right Angle Serrated Tips | SM4618,https://surgicalmart.com/wp-content/uploads/2023/11/william-splinter-forceps-14cm-90-degree-right-angle-surgicalmart-247x247.jpg,dressing forceps,19.99,10.99,728,1.4,476
T/C Adson Micro Tissue Forceps 1×2 Teeth 4.75″ | SM1619,https://surgicalmart.com/wp-content/uploads/2017/05/tc-adson-micro-tissue-forceps-1x2-teeth-surgicalmart-247x247.jpg,dressing forceps,23.62,12.99,723,2.3,211
Thumb Dressing Forceps Tweezer 5.5″ Silver Serrated | SM1649,,dressing forceps,18.13,9.98,644,4.3,486
6 Jansen Ear Forceps 6.25″ Bayonet Shape Serrated Tips | SM4406,https://surgicalmart.com/wp-content/uploads/2023/04/6-jansen-ear-forceps-6-25-bayonet-serrated-surgicalmart-247x247.jpg,dressing forceps,54.52,29.99,604,1.9,446
20 Pcs Adson Tissue Forceps Set 1×2 Teeth 6″ | SM4563,https://surgicalmart.com/wp-content/uploads/2023/07/20-adson-tissue-forceps-1x2-teeth-6-surgicalmart-247x247.jpg,dressing forceps,109.08,59.99,602,3.1,453
T/C Adson Dressing Forceps 6″ Serrated Gold Handle | SM4558,https://surgicalmart.com/wp-content/uploads/2023/07/tc-adson-dressing-forceps-6inch-serrated-surgicalmart-247x247.jpg,dressing forceps,23.62,12.99,562,1.3,93
T/C Adson Dressing Forceps 4.75″ Serrated Gold Handle | SM4557,https://surgicalmart.com/wp-content/uploads/2023/07/tc-adson-dressing-forceps-serrated-surgicalmart-247x247.jpg,dressing forceps,19.99,10.99,548,4.1,231
Splinter Forceps 5″ Fine Point Straight Serrated Tips | SM4984,https://surgicalmart.com/wp-content/uploads/2024/08/splinter-forceps-5-straight-serrated-point-tips-surgicalmart-247x247.jpg,dressing forceps,16.35,8.99,489,3.1,228
Adson Bayonet Dressing Forceps 8.25″ Serrated | SM4408,,dressing forceps,16.35,8.99,474,3.7,179
Splinter Forceps 5″ Fine Point Curved Serrated Tips | SM4988,https://surgicalmart.com/wp-content/uploads/2024/08/splinter-forceps-5-curved-serrated-tips-surgicalmart-247x247.jpg,dressing forceps,16.35,8.99,462,2.8,193
Full Black Splinter Forceps 4.5″ Straight Serrated Tips | SM4983,https://surgicalmart.com/wp-content/uploads/2024/08/full-black-splinter-forceps-4-5-straight-serrated-jaws-surgicalmart-247x247.jpg,dressing forceps,18.15,9.99,453,1.8,308
Virtus Splinter Forceps 6″ (15.2cm) Straight Serrated Tips | SHM0033,https://surgicalmart.com/wp-content/uploads/2025/01/virtus-splinter-forceps-surghausmedical-247x247.jpg,dressing forceps,16.35,8.99,451,2.8,265
Bonney Dressing Forceps 7″ Serrated Tips | SM4835,https://surgicalmart.com/wp-content/uploads/2024/05/bonney-dressing-forceps-7-serrated-tips-surgicalmart-247x247.jpg,dressing forceps,16.35,8.99,405,2.0,329
William Splinter Forceps 5.5″ (14cm) 45° Angle Serrated Tips | SM4617,https://surgicalmart.com/wp-content/uploads/2023/11/stieglitz-william-splinter-forceps-14cm-45-degree-serrated-tips-surgicalmart-247x247.jpg,dressing forceps,19.08,10.49,403,4.9,160
T/C Adson Tissue Forceps 1×2 Teeth 6″ Gold Handle| SM4561,https://surgicalmart.com/wp-content/uploads/2023/07/tc-adson-tissue-forceps-1x2-teeth-6inch-surgicalmart-247x247.jpg,dressing forceps,23.62,12.99,402,3.4,165
T/C Adson Brown Tissue Forceps 7×7 Teeth 4.75″ | SM4556,https://surgicalmart.com/wp-content/uploads/2023/07/tc-adson-brown-tissue-forceps-7x7-teeth-gold-handle-surgicalmart-247x247.jpg,dressing forceps,23.62,12.99,380,4.0,32
8 Thumb Dressing Forceps Tweezers Straight 3.5″ – 12″ Serrated | SM3160,https://surgicalmart.com/wp-content/uploads/2022/09/8-thumb-dressing-forceps-multipurpose-tweezers-serrated-straight-surgicalmart-247x247.jpg,dressing forceps,45.44,24.99,373,1.3,153
5 Pcs T/C Adson Plastic Surgery Forceps Set Straight Fine Point Gold Handle | SM4562,,dressing forceps,90.89,49.99,370,1.6,452
Splinter Forceps 3.5″ Fine Point Curved Serrated Tips | SM4986,,dressing forceps,14.52,7.99,366,3.0,486
"3 Pcs Splinter Forceps Set 3.5″, 4.5″, 5″ Curved Serrated Tips | SM4989",,dressing forceps,41.8,22.99,352,3.0,402
"5 Thumb Dressing Forceps Multipurpose Tweezers 5.5″, 6″, 8″, 10″ & 12″| SM3159",https://surgicalmart.com/wp-content/uploads/2022/09/thumb-dressing-forceps-multipurpose-tweezers-serrated-5-5-6-8-10-12-straight-surgicalmart-247x247.jpg,dressing forceps,38.61,21.24,352,2.9,136
T/C Adson Brown Forceps 4.75″ 9×9 Teeth Gold Handle | SM4559,https://surgicalmart.com/wp-content/uploads/2023/07/tc-adson-brown-tissue-forceps-9x9-teeth-surgicalmart-247x247.jpg,dressing forceps,23.62,12.99,345,1.1,183
Thumb Dressing Forceps Straight 14″ Huge Long Tweezer| SM3155,https://surgicalmart.com/wp-content/uploads/2022/09/thumb-dressing-forceps-tweezer-serrated-14-straight-surgicalmart-247x247.jpg,dressing forceps,36.35,19.99,272,1.6,218
Splinter Forceps 3.5″ Fine Point Serrated Tips | SM4982,https://surgicalmart.com/wp-content/uploads/2024/08/splinter-forceps-3-5-fine-straight-serrated-tips-surgicalmart-247x247.jpg,dressing forceps,14.52,7.99,258,1.9,110
Huge Tweezer Thumb Dressing Forceps 12″ Silver Serrated | SM0746,,dressing forceps,34.06,18.74,256,4.5,438
3 Pcs Lucae Ear Forceps 5.5″ Bayonet Shape with Serrated Tips | SM4402,,dressing forceps,29.08,15.99,242,4.7,45
William Splinter Forceps 5.5″ (14cm) Straight Serrated Tips | SM4616,https://surgicalmart.com/wp-content/uploads/2023/11/stieglitz-william-splinter-forceps-14cm-straight-serrated-tips-surgicalmart-247x247.jpg,dressing forceps,18.15,9.99,225,2.0,128
Extra Long Aquarium Tweezers Straight 24″ for Aquascaping | SM0748,https://surgicalmart.com/wp-content/uploads/2017/05/thumb-forceps-long-food-tongs-aquarium-tweezer-24-straight-surgicalmart-247x247.jpg,dressing forceps,54.52,29.99,200,1.5,493
Foerster Dressing Forceps 25cm Straight Serrated Jaws | SM1644,,dressing forceps,19.36,10.61,197,2.0,250
12 Jansen Ear Forceps 6.25″ Bayonet Shape Serrated Tips | SM4407,,dressing forceps,90.89,49.99,195,1.2,241
Volkman Retractor 8.5″ Ring Handle with 6 Sharp Prongs | SM5058,,elevators,27.25,14.99,999,4.8,201
Adson Periosteal Elevator 7.5″ Semi Sharp Curved 7mm Wide | SM5183,,elevators,45.45,24.99,954,3.6,373
Volkman Retractor 8.5″ Ring Handle with 2 Blunt Prongs | SM5053,,elevators,18.15,9.99,879,1.4,220
Volkman Retractor 8.5″ Ring Handle with 3 Blunt Prongs | SM5055,,elevators,19.99,10.99,852,1.0,276
Volkman Retractor 8.5″ Ring Handle with 6 Blunt Prongs | SM5059,https://surgicalmart.com/wp-content/uploads/2024/11/volkman-retractor-8-5-blunt-6-prongs-surgicalmart-247x247.jpg,elevators,27.25,14.99,788,3.3,312
Volkman Retractor 8.5″ Ring Handle with 2 Sharp Prongs | SM5052,,elevators,18.15,9.99,416,2.7,170
Volkman Retractor 8.5″ Ring Handle with 4 Sharp Prongs | SM5056,https://surgicalmart.com/wp-content/uploads/2024/11/volkman-retractor-8-5-sharp-4-prongs-surgicalmart-247x247.jpg,elevators,23.62,12.99,411,2.2,72
Volkman Retractor 8.5″ Ring Handle with 3 Sharp Prongs | SM5054,https://surgicalmart.com/wp-content/uploads/2024/11/volkman-retractor-8-5-sharp-3-prongs-surgicalmart-247x247.jpg,elevators,19.99,10.99,309,2.8,216
Adson Periosteal Elevator 7.5″ Semi Sharp Curved 10mm Wide | SM5184,https://surgicalmart.com/wp-content/uploads/2024/11/adson-periosteal-elevator-10mm-semi-sharp-curved-surgicalmart-247x247.jpg,elevators,45.45,24.99,98,3.8,152
Volkman Hook Retractor 8.5″ Sharp 1 Prong with Ring Handle | SM1547,,elevators,16.35,8.99,88,1.3,174
Volkman Retractor 8.5″ Ring Handle with 4 Blunt Prongs | SM5057,,elevators,23.62,12.99,47,1.8,269
Meyhoefer Chalazion Curette 3.5mm Size 4 Flat Handle 5″| SM2889,https://surgicalmart.com/wp-content/uploads/2022/09/meyhoefer-chalazion-curette-size-4-cupped-3-5mm-surgicalmart-247x247.jpg,ent instruments,14.52,7.99,981,3.2,324
Buck Ear Curette 6.5″ Straight Sharp Ring Blade Size #0 | SM5223,https://surgicalmart.com/wp-content/uploads/2025/01/buck-ear-curette-straight-sharp-size0-surgicalmart-247x247.jpg,ent instruments,14.52,7.99,962,1.3,486
6 Pcs Meyhoefer Chalazion Curettes Set 1mm-3.5mm Flat Handle 5″| SM2883,https://surgicalmart.com/wp-content/uploads/2022/06/meyhoefer-chalazion-curettes-6-pcs-set-1mm-3-5mm-surgicalmart-247x247.jpg,ent instruments,72.7,39.99,944,3.5,34
Meyhoefer Chalazion Curette 1.7mm Size 1 Flat Handle 5″| SM2886,https://surgicalmart.com/wp-content/uploads/2022/09/meyhoefer-chalazion-curette-size-1-cupped-1-7mm-surgicalmart-247x247.jpg,ent instruments,14.52,7.99,943,2.8,468
Adson Suction Tube 8″ with Finger Valve & Obturator 15 FR (5mm) | SM4996,,ent instruments,16.35,8.99,907,1.4,454
Frazier Suction Tube 9FR (3.00mm) Tip 7.6″ Aspirator Instrument | SM3754,https://surgicalmart.com/wp-content/uploads/2022/12/frazier-suction-tube-9fr-surgicalmart-247x247.jpg,ent instruments,19.31,10.61,888,4.2,304
"4 Pcs Spratt Brun Mastoid Curettes Set 6.5″ Size 000, 1, 4, 6 Oval Shaped | SM5151",,ent instruments,54.52,29.99,884,3.3,484
Frazier Suction Tube 8FR (2.67mm) Tip 7.6″ Aspirator Instrument | SM3753,,ent instruments,18.15,9.99,870,1.1,390
4 Pcs Ear Wax Removing Syringe Kidney Bowl & Otoscope Set | SM2638,https://surgicalmart.com/wp-content/uploads/2022/11/4-pcs-ear-wax-cleaning-kit-otoscope-blue-surgicalmart-247x247.jpg,ent instruments,74.94569985569984,38.36038961038961,848,4.0,441
Meyhoefer Chalazion Curette 2.2mm Size 2 Flat Handle 5″| SM2887,,ent instruments,14.52,7.99,819,3.2,442
7 Pcs Sheehan Osteotome Set 2mm-15mm Straight Tips | SM3794,https://surgicalmart.com/wp-content/uploads/2023/03/7-pcs-sheehan-osteotomes-set-surgicalmart-247x247.jpg,ent instruments,54.45,29.99,747,4.3,352
Buck Ear Curette 6.5″ Straight Sharp Ring Blade Size #1 | SM5224,https://surgicalmart.com/wp-content/uploads/2025/01/buck-ear-curette-straight-sharp-size1-surgicalmart-247x247.jpg,ent instruments,14.52,7.99,739,4.0,1
Buck Ear Curette 6.5″ Straight Sharp Ring Blade Size #3 | SM5226,https://surgicalmart.com/wp-content/uploads/2025/01/buck-ear-curette-straight-sharp-size3-surgicalmart-247x247.jpg,ent instruments,14.52,7.99,714,4.4,142
3 Pcs Ear Wax Cleaning Kit Ear Syringe 8 oz & Kidney Bowl 12″| SM2800,,ent instruments,90.88,49.99,705,1.4,428
Jansen Ear Dressing Forceps 6.25″ | SM1655,,ent instruments,14.52,7.99,653,4.3,344
3 Pcs Ear Wax Cleaning Kit Ear Syringe 2 oz & Kidney Bowl 6″ | SM2802,https://surgicalmart.com/wp-content/uploads/2022/04/3-pcs-ear-wax-cleaning-kit-ear-syringe-ear-wax-remover-kidney-bowl-surgicalmart-247x247.jpg,ent instruments,65.88,36.24,647,2.6,47
"10 Pcs Frazier Suction Tubes Set 5, 6, 7, 8, 9, 10, 11, 12. 14 & 15 FR | SM3761",https://surgicalmart.com/wp-content/uploads/2023/01/frazier-suction-tubes-10-pcs-set-surgicalmart-247x247.jpg,ent instruments,109.08,59.99,606,2.5,464
3 Pcs Ear Wax Cleaning Kit Ear Syringe 4 oz & Kidney Bowl 10″| SM2801,,ent instruments,74.99,41.24,597,2.8,410
"5 Buck Ear Curettes 6.5″ Straight Sharp Size #00, #0, #1, #2, #3 | SM5227",https://surgicalmart.com/wp-content/uploads/2025/01/5-buck-ear-curettes-straight-sharp-set-surgicalmart-247x247.jpg,ent instruments,63.62,34.99,572,3.1,54
Frazier Suction Tube 14FR (4.67mm) Tip 7.6″ Aspirator Instrument | SM3758,https://surgicalmart.com/wp-content/uploads/2023/01/frazier-suction-tube-14fr-surgicalmart-247x247.jpg,ent instruments,21.56,11.86,554,4.5,438
Meyhoefer Chalazion Curette 1mm Size 00 Flat Handle 5″| SM2884,https://surgicalmart.com/wp-content/uploads/2022/09/meyhoefer-chalazion-curette-size-00-cupped-1mm-surgicalmart-247x247.jpg,ent instruments,14.52,7.99,535,2.0,30
Frazier Suction Tube 10FR (3.33mm) Tip 7.6″ Aspirator Instrument | SM3755,https://surgicalmart.com/wp-content/uploads/2022/12/frazier-suction-tube-10fr-surgicalmart-247x247.jpg,ent instruments,20.44,11.24,514,2.1,182
4 Frazier Suction Tubes 8FR (2.67mm) Tip 7.6″ Aspirator Instrument | SM3766,,ent instruments,24.99,13.74,491,3.1,180
Frazier Suction Tube 7FR (2.33mm) Tip 7.6″ Aspirator Instrument | SM3752,https://surgicalmart.com/wp-content/uploads/2022/12/frazier-suction-tube-7fr-surgicalmart-247x247.jpg,ent instruments,17.03,9.36,489,1.3,27
Frazier Suction Tube 11FR (3.67mm) Tip 7.6″ Aspirator Instrument | SM3756,,ent instruments,20.44,11.24,485,3.4,32
4 Pcs Ear Wax Removing Syringe Kidney Bowl & Otoscope Set | SM2799,https://surgicalmart.com/wp-content/uploads/2022/05/4-pcs-ear-wax-cleaning-kit-otoscope-black-surgicalmart-247x247.jpg,ent instruments,79.53,43.74,461,1.8,381
3 Pcs Ear Wax Cleaning Kit Ear Syringe 3 oz & Kidney Bowl 8″| SM2803,https://surgicalmart.com/wp-content/uploads/2022/04/3-pcs-ear-wax-cleaning-kit-ear-syringe-ear-wax-remover-kidney-bowl-surgicalmart-247x247.jpg,ent instruments,68.15,37.49,459,4.7,174
"8 Pcs Frazier Suction Tubes Set 5, 6, 7, 8, 9, 10, 11 & 12 FR | SM3760",,ent instruments,52.25,28.63,439,3.9,494
Frazier Suction Tube Set of 12 with Finger Cut-Off Angled | SM3762,,ent instruments,127.25,69.99,424,3.2,410
4 Frazier Suction Tubes 15FR (5mm) Tip Aspirator 7.6″ | SM3769,,ent instruments,31.81,17.49,396,1.8,496
Frazier Suction Tube 5FR (1.67mm) Tip 7.6″ Aspirator Instrument| SM3750,https://surgicalmart.com/wp-content/uploads/2022/12/frazier-suction-tube-5fr-surgicalmart-247x247.jpg,ent instruments,14.75,8.11,325,3.6,255
Meyhoefer Chalazion Curette 2.5mm Size 3 Flat Handle 5″| SM2888,https://surgicalmart.com/wp-content/uploads/2022/09/meyhoefer-chalazion-curette-size-2-cupped-2-2mm-surgicalmart-4-247x247.jpg,ent instruments,14.52,7.99,308,3.6,227
Metal Ear Wax Removal Syringe 4 OZ | SM2807,https://surgicalmart.com/wp-content/uploads/2022/04/Ear-Wax-Syring-Brass-with-chrom-finish_1-247x247.jpg,ent instruments,36.35,19.99,297,3.2,67
4 Frazier Suction Tubes 10FR (3.33mm) Tip 7.6″ Aspirator Instrument | SM3767,https://surgicalmart.com/wp-content/uploads/2023/01/4-frazier-suction-tubes-10fr-set-surgicalmart-247x247.jpg,ent instruments,27.25,14.99,270,2.3,274
"8 Frazier Suction Tubes 5, 6, 7, 8, 9, 10, 11 & 12 FR Set Kit | SM3764",https://surgicalmart.com/wp-content/uploads/2023/01/8pcs-frazier-suction-tubes-set-kit-surgicalmart-247x247.jpg,ent instruments,56.81,31.24,228,1.6,450
11 Pcs Chalazion Surgery Instruments Set | SM4862,https://surgicalmart.com/wp-content/uploads/2024/05/11pcs-chalazion-surgery-set-surgicalmart-247x247.jpg,ent instruments,90.89,49.99,226,3.9,332
Metal Ear Wax Removal Syringe 2 OZ | SM2806,,ent instruments,27.25,14.99,219,1.3,447
Frazier Suction Tube 6FR (2.00mm) Tip 7.6″ Aspirator Instrument | SM3751,https://surgicalmart.com/wp-content/uploads/2022/12/frazier-suction-tube-6fr-surgicalmart-247x247.jpg,ent instruments,15.88,8.74,177,4.6,396
Meyhoefer Chalazion Curette 1.5mm Size 0 Flat Handle 5″| SM2885,,ent instruments,14.52,7.99,154,2.3,132
Ear Enema Syringe 8 OZ Surgical Veterinary | SM2804,,ent instruments,54.52,29.99,153,1.8,205
Metal Ear Wax Removal Syringe 3 OZ | SM2805,https://surgicalmart.com/wp-content/uploads/2022/04/metal-ear-wax-removal-syringe-3oz-surgicalmart-1-247x247.jpg,ent instruments,30.89,16.99,143,2.9,238
Buck Ear Curette 6.5″ Straight Sharp Ring Blade Size #2 | SM5225,https://surgicalmart.com/wp-content/uploads/2025/01/buck-ear-curette-straight-sharp-size2-surgicalmart-247x247.jpg,ent instruments,14.52,7.99,132,3.7,352
